#authid,"status",sext,sneu,sagr,scon,sopn,cext,cneu,cagr,ccon,copn
527ed53d2ba3a3bc417b8402d5b2f556,"finally got his mio up on a comedy club website.  dwown comedy club is the shit",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"does anybody want to watch the survivor series with me",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"ugh",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is on to something new",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"so tiger woods was in a car accident today  driver was always his least reliable asset",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is grateful",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is going to try not to who some ass today",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"long live hip",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"seams",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"killed tonight  as soon as the powers that be crack open the door *propname* is bursting through that foo  thanks for the support  see you all at the dwown comedy club friday and saturday",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"enjoyed himself at wild wednesday  big ups to martin and *propname*.  lets hope they invite me back",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is off to *propname*'s wedding",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"jesus guide me through this day",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and the time he finally took a sick day",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is stood",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and his normal monday gloom only heightened",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"dwown comedy club tomorrow  pm  be there",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"sat porto by day//stand-up comic by night  come to the dwown comedy club tonight and see me and my friends put in work",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"has a date with mr cooper next weekend",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and the line between in and nag",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is wrapped up in his snuggie.",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"wishes he were in new york tonight",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"needs to find someone to twist his hair and start his dread  anyone in the la area worthy of recommendation",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"had the strangest night  i wonder if tonight can top it",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is really just trying to get through this last hard week of work before winter vacation",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"wonders who wants to watch the tic pp with him this sunday",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is trying to figure out the tornado winds outside right now  this is la people  let us not forget",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"has heard *propname*'s tragic call to keep my shit together and live life properly love those you have and avoid drama",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and the dwown comedy club weekend of awesomeness continues tonight at 8.",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"remembers with gratitude a specific thanksgiving involving two cool kid from humboldt county in new jersey and massachusetts  blessings to all",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"thanks god for the thunder f*#k.  it comes in from vancouver",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is soot excited for tic tonight  two ladder matches",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"could almost died today",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,", candy cane lane and worlds that collide",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is celebrating thanksgiving vacation in philliedelphia.",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"seriously cannot figure out what the hell is wrong with my steelers!  :(",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is not participating in society today  if that is a problems you are free to leave a message with the receptions i dont have",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"had a great time tonight  happy kwanzaa to all",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"reminds all all coal folk to bring ay assess to the pig n whistle tomorrow   7:30.  i am costing  6714 hollow blest",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is dreaming big",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"what the he is wrong with my team",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is at the dwown comedy club tonight at 8.  be there",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"wants a did but has to wait almost a year for the new every two to kick in",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is standing up to begin the year  see you all at the dwown comedy club in an hours  ready go",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"of",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"heard that *propname* is headed back to the we temporarily and literally almost peer in his past with glee  ahhhhhhhhhhhhhhhhhhhhhhhh",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"had another solid show at the dtcc.  love to *propname* and *propname* and mo in her absence and all my funny eddies who also took the stage",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"bought final draft and is well on the way",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"added something new to the repertoire tonight",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"rip fn season",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and *propname* the human hart are together again at last",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"cuts with his right hand and eats with his left  so now that he has almost cut off his left index fingers he is finding it slightly challenging to eat his dinner",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"needs everyone mb infra",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"got a new blackberry to hold him over until he can get the droits  not everyone phone numbers are making the switch  just saying",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"had an some time at summerslam.  now for the last week before school starts",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"now knows that *propname* in his underwear is not enough to carry a movie for me anymore  i dont blame the writers as much as i blame the director for not putting him in briefs",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"mike son is awesome!",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"has had nightmare about this *propname*'s defense before",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"just saved a white boys life today",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"has begun",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"will be dwown for the urban comedy experience tomorrow  pm  come out and laugh bitch",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and the recurring back issues",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"saw the official end of the new england ear  amene",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"almost slice his finger to the white meat  apparently joys knife technique dont work on pepper jack cheese only on white girls allegedly",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is holding out hope that the sellers can sea into the plays even though they clearly dont deserve it",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"had a solid set tonight at wild wednesday  get ready for the long version friday and saturday at the dwown comedy club",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"and *propname* are about to get cured",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"learned two very important life matas 1. treat others as they want to be treated not as you want to be treated yourself  2. fight principles not opponents",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"many doing work",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"had a great set tonight  i love the dwown comedy club",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is igni who i am by *propname* and the administration   its a surprisingly mature and grown up album and the guitar are insane",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"just discovered awe  wolf",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is headed to new york city tomorrow  glass room stand up  i will see you all on friday",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is expecting everyone in la at the dwown comedy club tonight and//or tomorrow night for these jokes yon",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is coming to new york city in late october  shout out to sweet and the kid from the comic strip  get at me",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"really thought he lived in los angeles but judging from the hail outside he was obviously mistaken",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is officially cool as of today",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"now knows that *propname* in his underwear is not enough to carry a movie for me anymore  i dont blame the writers as much as i blame the director for not putting him in briefs",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is thus far impressed with the commercial",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"won a guitar at six flags for dominating a 3 point shooting contest",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"will do what he has to until he can do what hers destined to",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"thinks *propname* is hack as an annoucer now",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
527ed53d2ba3a3bc417b8402d5b2f556,"is officially ont he road to wrestlemania.",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y
751e53fc64b770f7b5ea2b0964678599,"wishes teachers only day would last da rest of da weeks may ve da rest of da year",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is totally cited for da ball om yay!!!!! d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"only 2 more days!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"does not think its fair we have 2 go back 2 school n friday",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"as of yesterday i am officially out of the moon boot!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"i hate winter its so kikin cold!!!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"cut sleep",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"its fun 2 lock younger sailings outside wen it cold nd dark especially wen dey bien anon",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"tragedy!!!!!!!!!!! aah shame laura vie claimed in fret of evry1!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"i love weekend <3",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"barley sugar taste good!!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"chocolate cake smells good!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"the harry pottery moves just continue 2 disappoint me nd yet i eva learn pp",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"does not know if her english essay is due om or monday",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"allen mackintosh coffee de luke count allies r good!!!!!!!!! <3",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"has epically failed her english exam nd is epically even a words",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is bored and du be studying sumting...",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"loves the sun!!!!! <3",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"qatapponescons!!!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"patella on a spoon tastes du especially at 1 in da mori pp",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"ll putting r language on pirate is fun d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is glad the computer is working again!!!! d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"physics is gay!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"ahhhh!!!! my poor sins :(",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"mi counting down da days till friday!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is bored",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"woe glow sticks r so funky!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"mock exam r making me insomnia dat is so not ooh",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"mmmmm!!!!! heathens taste good!!!!!! pp",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"does not enjoy the idea of writing an essay at all :(",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is worried about not being able to write an essay on katherine mansfield short stories this friday as",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"only one more exam and den mi free!!!!!!!!...until november",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"being sick is not enjoyable...seriously",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is glad om is friday",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"mmmmmmmmm!!!!!!! strawberries and chocolate cake tastes so good!!!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"mi freeeeeeeeeeeeeee!!!!!!! yayayayayayayayayayayay!!!!!!!!!!!!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"yay!!!!!!!!! sarah going 2 solo next year!!!!!!!!!!! spontaneous excitement!!!!!!!!!!!!!!! d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"omfg!!! us clever idea was it 2 nd our year books in da mail was men is freak gripped in half was of da rain i mean seriously da old system was fine!!!!!!!!!!!!!! if it not bloody broken den nd fix it!!!!!!! stupid bastard >:(",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"ahhhhhhh!!!!!!! exam 2moz!!!!!! no",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"mmmmm!!!!! patella on a spoon",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"canst wait to live at the lake d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"has officially delete her bob page",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is planning to kill james paterson if he decides 2 kill fan in da next maximum ride book >:|",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"merry christmas everyone!!!!!!! i hope you all have a wonderful day d <3",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"is having fun on mystery ogg ll d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"yay!!!! its almost christmas d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"woe its been like a whole year already so freak well n e ways happy new years eve!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"i hate younger brothers",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"the spiders are revolting!!!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"hay for chocolate ice cream!!!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"we want a shrubbery!!!!",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"yay!!!! i pared wid m d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"happy christmas eve!!!!! d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"happy new year!!!!!!!! i love the sound of fireworks d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"white with black polk dots and pink",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
751e53fc64b770f7b5ea2b0964678599,"rays mi finally groin 2 c vara d",1.5,3.8,4.15,3.05,3.95,n,y,y,n,y
c19a4fb5e846fb6575b0a8f3a2081ea0,"is leaving tomorrow ft",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"is wandering about in the alaskan wilderness like *propname*.",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"is in homer ak visiting *propname*!",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"just went to a bar with my om and a bunch of other old people in alaska ft",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"hair miner en en mend til solo",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"bare n uke...",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"alone in marin...5 more pages thanks lindow... judy home in less than 2 days solo 8 days",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"re re til solo",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"is in king salmon ak",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"just moved into my dorm... which i share w 4 guy ??",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"bare to dare til solo",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"me dare",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"wants to be back in ak",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"just got twilight in norwegian... you can judge me",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"come to leo tomorrow 2230-2...",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"having trouble understanding my roommates when they speak regain at 70000 wm",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"gets to see ma and iss tomorrow :)",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"canst cook",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"in kailua... 12 dare til norge...",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"i berne",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"roll on you bearsssss",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"why is slur blasting music at 730 am",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"else solo",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"gets to see ill road in re re",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"leg mere at leg hair hind i lung",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"judy in solo tomorrow :)",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"hate the regain immigration center also the regain embassy in san francisco",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"its really cold out",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"thanks for the birthday wishes",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"judy i solo",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"grover � forsvare boa til min nor romkamerat pp nor go de er toil vanskelig.",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"else solo",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"er i verge",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"back in norway having successfully avoided being sold into sex slavery",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"is quite close to not being an illegal alien in norway anymore",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"come on bears",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"everyone strain at me feet",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"er i stockholm til tirsdag.",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"er i stavanger.",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"no longer the dish washing bitch",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"judy is coming again",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"jahvid!",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"hair bare re re i norge... :( :(",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"so much snow",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"k�benhavn",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"he da i biblioteket... fuck",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"fuck x 3.5",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"rode death",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"re pp same nyheter!!! go sal til en aims onset pp drag si",3.25,3.75,1.75,4,3.5,n,y,n,y,n
c19a4fb5e846fb6575b0a8f3a2081ea0,"dad",3.25,3.75,1.75,4,3.5,n,y,n,y,n
